CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
2026,68,Male,Malacca,Silver,97,3361.01,Groceries,15/12/2023,Teacher,10,1
2027,34,Female,Ipoh,Bronze,40,7611.17,Clothing,12/5/2023,Engineer,39,1
2028,18,Female,Penang,Gold,17,5632.1,Home Goods,27/1/2023,Artist,44,1
2029,44,Female,Penang,Gold,68,7728.06,Books,25/6/2023,Retired,22,1
2030,25,Female,JB,Gold,27,1901.25,Clothing,4/11/2023,Doctor,22,1
2031,72,Female,KL,Silver,84,6737.59,Home Goods,25/1/2023,Student,28,1
2032,36,Female,Penang,Gold,77,7546.57,Home Goods,7/5/2023,Doctor,5,0
2033,76,Female,JB,Silver,14,3514.9,Groceries,17/8/2023,Engineer,20,0
2034,29,Female,Ipoh,Platinum,31,4316.95,Groceries,23/6/2023,Teacher,19,0
2035,75,Female,Penang,Gold,58,4041.47,Home Goods,7/2/2023,Retired,40,1
2036,76,Male,Penang,Silver,75,5829.95,Home Goods,11/2/2023,Lawyer,16,1
2037,30,Female,Ipoh,Silver,82,2602.84,Electronics,3/12/2023,Student,9,0
2038,31,Female,Ipoh,Platinum,21,278.77,Clothing,7/9/2023,Student,48,0
2039,26,Female,JB,Gold,87,2870.29,Electronics,11/5/2023,Artist,17,1
2040,58,Female,Malacca,Bronze,20,261.09,Electronics,17/3/2023,Lawyer,17,1
2041,36,Male,JB,Gold,80,9305.52,Home Goods,22/2/2023,Teacher,6,0
2042,35,Male,JB,Bronze,51,7751.75,Groceries,7/5/2023,Retired,44,1
2043,60,Female,KL,Bronze,68,9312.59,Home Goods,30/12/2023,Student,0,0
2044,62,Female,Ipoh,Gold,69,3397.86,Clothing,20/5/2023,Chef,36,0
2045,52,Female,KL,Platinum,3,4531.71,Home Goods,8/5/2023,Marketer,2,0
2046,29,Female,Malacca,Gold,57,6691.82,Home Goods,22/1/2023,Engineer,1,1
2047,41,Male,Malacca,Platinum,72,4457.45,Groceries,26/8/2023,Doctor,32,0
2048,24,Male,JB,Silver,29,3003.81,Clothing,14/6/2023,Teacher,35,0
2049,32,Female,Penang,Silver,97,8019.89,Home Goods,17/2/2023,Engineer,15,0
2050,64,Female,Ipoh,Gold,53,602.89,Clothing,18/8/2023,Student,20,0
2051,72,Female,Malacca,Gold,62,194.97,Home Goods,30/1/2023,Engineer,16,0
2052,68,Female,Penang,Bronze,28,4347.31,Groceries,11/5/2023,Doctor,9,1
2053,61,Male,Penang,Bronze,19,8796.8,Clothing,12/2/2023,Teacher,1,1
2054,19,Female,KL,Platinum,64,589.55,Clothing,11/10/2023,Chef,20,0
2055,32,Female,Malacca,Silver,44,7780.66,Groceries,11/11/2023,Teacher,41,0
2056,55,Female,Ipoh,Gold,82,4755.98,Electronics,4/1/2023,Lawyer,35,1
2057,24,Male,Penang,Platinum,28,9123.46,Home Goods,22/12/2023,Retired,29,0
2058,75,Female,Malacca,Platinum,98,1240.77,Home Goods,9/1/2023,Engineer,2,1
2059,65,Female,Penang,Bronze,39,7778.14,Home Goods,15/9/2023,Marketer,38,0
2060,62,Female,Ipoh,Bronze,89,8642.72,Electronics,23/10/2023,Chef,38,0
2061,27,Female,Ipoh,Platinum,6,2110.14,Electronics,28/6/2023,Doctor,21,0
2062,21,Female,KL,Bronze,75,3318.33,Books,1/9/2023,Artist,42,1
2063,27,Female,Malacca,Bronze,4,1506.4,Electronics,5/5/2023,Chef,27,1
2064,77,Female,Penang,Gold,71,8117.87,Clothing,31/7/2023,Artist,4,0
2065,70,Male,Penang,Bronze,58,7665.36,Books,30/7/2023,Teacher,6,0
2066,77,Female,Malacca,Gold,96,7040.67,Electronics,17/1/2023,Engineer,32,1
2067,52,Male,KL,Gold,68,6137.46,Clothing,24/5/2023,Artist,29,0
2068,48,Female,Penang,Bronze,74,540.08,Home Goods,17/3/2023,Retired,7,1
2069,19,Male,Ipoh,Bronze,76,8182.33,Books,26/5/2023,Marketer,28,1
2070,56,Male,Penang,Platinum,28,2074.32,Books,11/11/2023,Student,29,0
2071,32,Male,Penang,Silver,17,6724.29,Groceries,19/3/2023,Doctor,43,1
2072,34,Female,Ipoh,Platinum,52,5813.2,Clothing,18/4/2023,Retired,28,0
2073,48,Female,Ipoh,Bronze,10,3067.31,Groceries,6/8/2023,Teacher,6,1
2074,68,Female,Malacca,Platinum,45,3370.86,Groceries,20/6/2023,Doctor,45,0
2075,31,Female,KL,Platinum,85,2556.38,Books,16/4/2023,Retired,37,1
2076,40,Female,KL,Platinum,66,3326.93,Books,18/12/2023,Retired,18,1
2077,64,Male,Ipoh,Platinum,99,9547.18,Clothing,9/11/2023,Engineer,39,1
2078,53,Female,JB,Platinum,32,8106.47,Electronics,10/11/2023,Teacher,5,0
2079,41,Female,Penang,Silver,51,2349.67,Home Goods,1/9/2023,Student,49,0
2080,55,Female,KL,Silver,65,3050.55,Home Goods,13/12/2023,Teacher,19,0
2081,47,Female,JB,Gold,6,5715.33,Electronics,3/8/2023,Student,27,0
2082,63,Male,Penang,Bronze,91,2901.96,Home Goods,28/6/2023,Artist,12,1
2083,60,Female,Malacca,Bronze,87,9367.26,Electronics,11/5/2023,Retired,18,1
2084,44,Female,Malacca,Silver,55,251.61,Electronics,1/12/2023,Marketer,23,0
2085,36,Female,Penang,Gold,91,9757.01,Home Goods,14/12/2023,Teacher,7,0
2086,40,Female,KL,Silver,16,1411.68,Clothing,13/9/2023,Engineer,26,1
2087,24,Female,KL,Platinum,56,5510.65,Electronics,12/7/2023,Artist,2,0
2088,28,Female,KL,Platinum,22,3990.7,Groceries,22/1/2023,Student,6,1
2089,61,Male,Malacca,Bronze,26,2793.85,Electronics,16/10/2023,Lawyer,28,1
2090,19,Female,KL,Silver,44,7345.27,Clothing,23/10/2023,Chef,43,0
2091,27,Male,Penang,Gold,52,7243.86,Books,5/12/2023,Artist,36,1
2092,44,Male,Penang,Bronze,78,1464.28,Clothing,22/12/2023,Teacher,0,1
2093,66,Female,Malacca,Platinum,82,6694.44,Books,26/11/2023,Teacher,9,1
2094,33,Female,Penang,Silver,16,5573.14,Books,30/9/2023,Teacher,6,1
2095,35,Female,Ipoh,Gold,72,876.67,Groceries,6/3/2023,Teacher,37,0
2096,37,Male,Ipoh,Bronze,17,2953.84,Books,19/5/2023,Doctor,20,0
2097,37,Female,Ipoh,Silver,28,1957.43,Groceries,8/10/2023,Chef,46,1
2098,19,Male,Malacca,Gold,35,6104.39,Home Goods,22/11/2023,Engineer,41,0
2099,45,Male,Penang,Gold,26,4970.27,Groceries,16/4/2023,Retired,7,0
2100,69,Female,KL,Gold,44,7639.19,Groceries,23/9/2023,Artist,42,1
2101,54,Male,KL,Gold,72,8086.56,Books,3/8/2023,Artist,39,0
2102,53,Female,KL,Silver,98,3252.03,Groceries,7/8/2023,Engineer,6,0
2103,27,Female,JB,Platinum,46,4718.39,Clothing,18/3/2023,Teacher,28,0
2104,59,Female,KL,Platinum,98,5262.14,Groceries,1/10/2023,Chef,34,0
2105,31,Female,JB,Bronze,98,2425.75,Groceries,14/4/2023,Lawyer,43,1
2106,71,Female,KL,Bronze,32,413.1,Home Goods,1/9/2023,Retired,36,0
2107,24,Female,Penang,Platinum,83,7609.3,Books,11/2/2023,Artist,17,0
2108,42,Male,Penang,Bronze,63,4977.21,Home Goods,3/8/2023,Artist,23,1
2109,28,Female,JB,Platinum,49,3738.2,Groceries,20/1/2023,Doctor,42,0
2110,75,Male,Penang,Bronze,44,4610.17,Electronics,26/7/2023,Doctor,38,1
2111,61,Female,Ipoh,Platinum,24,6298.04,Home Goods,27/5/2023,Doctor,8,1
2112,55,Male,Penang,Platinum,65,5613.35,Groceries,30/3/2023,Marketer,28,1
2113,23,Female,JB,Silver,98,844.71,Home Goods,23/10/2023,Engineer,17,1
2114,58,Female,Penang,Bronze,31,3205.28,Groceries,18/1/2023,Marketer,13,0
2115,70,Female,Penang,Bronze,35,681.59,Books,24/6/2023,Retired,38,1
2116,33,Female,JB,Platinum,81,5894.76,Groceries,1/9/2023,Teacher,45,1
2117,32,Female,Malacca,Platinum,70,4713.38,Books,22/3/2023,Engineer,33,1
2118,39,Female,JB,Bronze,62,8043.68,Books,9/10/2023,Artist,13,0
2119,18,Female,Penang,Bronze,39,7082.51,Home Goods,12/6/2023,Chef,22,1
2120,53,Male,Malacca,Platinum,1,1611.67,Books,2/8/2023,Student,49,0
2121,51,Female,JB,Silver,73,6854.44,Groceries,11/10/2023,Teacher,21,1
2122,32,Female,KL,Bronze,15,4326.31,Books,24/11/2023,Chef,21,1
2123,24,Male,Ipoh,Silver,98,6223.98,Electronics,26/12/2023,Teacher,3,1
2124,42,Female,JB,Silver,47,6687.42,Clothing,10/11/2023,Chef,31,0
2125,72,Female,Penang,Bronze,82,8807.66,Books,2/10/2023,Chef,39,1
2126,21,Female,Malacca,Bronze,32,1899.35,Books,16/10/2023,Lawyer,6,1
2127,22,Female,Malacca,Silver,98,395.52,Electronics,4/6/2023,Engineer,34,0
2128,55,Female,Malacca,Gold,29,7896.49,Groceries,15/8/2023,Lawyer,6,1
2129,58,Male,Malacca,Bronze,96,6090.53,Books,2/6/2023,Teacher,35,1
2130,49,Female,Malacca,Bronze,28,3853.7,Electronics,17/6/2023,Doctor,3,0
2131,45,Female,Ipoh,Silver,10,6187.11,Clothing,23/6/2023,Artist,21,0
2132,68,Female,Malacca,Silver,87,2985.7,Groceries,27/5/2023,Doctor,5,1
2133,59,Female,JB,Bronze,57,1323.57,Groceries,8/6/2023,Lawyer,45,0
2134,21,Female,Ipoh,Bronze,31,524.1,Clothing,18/3/2023,Lawyer,41,1
2135,52,Female,KL,Platinum,71,9031.53,Groceries,13/12/2023,Engineer,48,0
2136,59,Female,Penang,Bronze,47,4552.55,Home Goods,4/1/2023,Doctor,43,1
2137,31,Female,Malacca,Bronze,87,7193.36,Groceries,6/9/2023,Engineer,48,1
2138,67,Male,Ipoh,Silver,32,981.52,Electronics,26/10/2023,Teacher,9,1
2139,35,Female,Penang,Bronze,24,4891.57,Home Goods,3/7/2023,Artist,28,1
2140,60,Female,Malacca,Gold,36,4859.23,Electronics,27/4/2023,Teacher,1,0
2141,58,Male,Penang,Silver,41,8856.81,Books,5/9/2023,Teacher,43,1
2142,63,Female,JB,Bronze,55,4760.1,Clothing,14/11/2023,Lawyer,48,0
2143,28,Female,Penang,Platinum,55,5392.95,Electronics,10/12/2023,Marketer,44,1
2144,56,Male,JB,Platinum,69,9056.19,Groceries,28/1/2023,Engineer,24,1
2145,60,Female,JB,Bronze,93,8296.57,Groceries,12/11/2023,Marketer,32,0
2146,21,Female,KL,Platinum,83,9224.62,Clothing,15/10/2023,Lawyer,49,1
2147,45,Male,Malacca,Bronze,22,2037.68,Clothing,15/11/2023,Lawyer,9,1
2148,78,Female,Penang,Silver,25,2628.32,Electronics,8/3/2023,Chef,27,0
2149,33,Female,Malacca,Bronze,11,2966.35,Books,24/9/2023,Engineer,5,0
2150,68,Male,JB,Gold,58,9642.92,Electronics,5/11/2023,Retired,44,1
2151,52,Female,Malacca,Silver,66,6021.13,Clothing,19/11/2023,Artist,30,1
2152,54,Female,JB,Gold,79,6147.7,Books,31/5/2023,Artist,48,1
2153,60,Female,Malacca,Platinum,32,100.24,Groceries,7/4/2023,Retired,48,1
2154,57,Male,Ipoh,Silver,15,563.97,Groceries,16/1/2023,Lawyer,17,1
2155,68,Female,JB,Platinum,52,9640.65,Home Goods,20/10/2023,Marketer,14,0
2156,62,Female,Malacca,Silver,96,7411.42,Clothing,6/6/2023,Student,5,0
2157,38,Female,KL,Silver,66,3512.92,Books,14/6/2023,Student,26,1
2158,70,Female,KL,Bronze,15,8379.3,Home Goods,29/5/2023,Doctor,13,0
2159,43,Female,Ipoh,Platinum,86,6736.31,Home Goods,29/10/2023,Chef,12,1
2160,29,Female,KL,Gold,15,6582.01,Groceries,11/6/2023,Chef,0,1
2161,62,Female,Ipoh,Platinum,84,4884.78,Home Goods,30/9/2023,Artist,43,0
2162,35,Female,Malacca,Platinum,28,7539.01,Groceries,15/1/2023,Teacher,3,0
2163,23,Female,Penang,Bronze,7,1646.58,Home Goods,30/8/2023,Student,39,1
2164,37,Male,JB,Silver,66,8135.05,Groceries,3/5/2023,Marketer,17,1
2165,25,Male,KL,Platinum,15,3750.81,Groceries,27/11/2023,Teacher,37,1
2166,22,Female,JB,Platinum,38,7555.92,Groceries,20/6/2023,Lawyer,24,1
2167,49,Male,Penang,Gold,69,1168.71,Groceries,16/1/2023,Marketer,9,0
2168,47,Female,Penang,Bronze,38,7930.19,Clothing,11/5/2023,Teacher,23,1
2169,60,Male,Ipoh,Platinum,87,7776.42,Books,12/7/2023,Doctor,2,0
2170,68,Female,Penang,Bronze,41,9160.81,Home Goods,12/9/2023,Doctor,30,1
2171,45,Female,KL,Platinum,21,6712.91,Clothing,2/9/2023,Engineer,43,1
2172,50,Female,Ipoh,Gold,10,2422.01,Clothing,5/7/2023,Marketer,10,0
2173,61,Female,JB,Gold,22,9605.53,Clothing,23/10/2023,Chef,7,1
2174,59,Male,Ipoh,Gold,71,7950.14,Home Goods,6/8/2023,Chef,13,0
2175,36,Female,Penang,Platinum,25,3619.88,Clothing,5/12/2023,Retired,16,0
2176,47,Female,JB,Silver,62,6066.17,Groceries,16/4/2023,Teacher,38,0
2177,31,Male,KL,Bronze,9,2315.63,Books,9/12/2023,Lawyer,13,1
2178,68,Female,Penang,Platinum,49,6260.28,Books,20/7/2023,Artist,26,1
2179,62,Male,JB,Silver,40,6750.74,Home Goods,27/11/2023,Doctor,31,0
2180,27,Male,KL,Bronze,41,6818.76,Books,5/6/2023,Doctor,43,1
2181,72,Male,Ipoh,Platinum,21,6877.86,Home Goods,23/9/2023,Student,36,1
2182,26,Female,Ipoh,Platinum,56,327.66,Books,29/8/2023,Chef,47,1
2183,43,Female,KL,Platinum,57,2453.54,Groceries,21/12/2023,Lawyer,49,0
2184,51,Female,KL,Gold,53,6440.89,Electronics,15/3/2023,Doctor,39,1
2185,35,Female,Penang,Silver,17,552.59,Clothing,29/9/2023,Artist,36,0
2186,67,Female,JB,Bronze,11,7066.93,Books,24/8/2023,Teacher,10,1
2187,65,Female,KL,Silver,93,8625.64,Clothing,27/7/2023,Doctor,43,0
2188,34,Male,JB,Gold,33,690.46,Clothing,13/8/2023,Retired,23,0
2189,67,Female,KL,Platinum,21,6898.73,Clothing,24/11/2023,Student,40,1
2190,25,Female,Malacca,Platinum,31,2873.31,Electronics,19/10/2023,Artist,43,1
2191,48,Female,KL,Silver,13,5550.04,Clothing,18/4/2023,Artist,31,0
2192,34,Female,JB,Platinum,61,212.4,Books,21/7/2023,Retired,44,1
2193,40,Female,Ipoh,Platinum,67,6616.12,Clothing,27/9/2023,Engineer,41,1
2194,77,Female,Ipoh,Platinum,82,3119.58,Home Goods,4/8/2023,Lawyer,8,1
2195,55,Male,JB,Bronze,61,8280.94,Electronics,16/1/2023,Lawyer,10,0
2196,27,Female,KL,Bronze,34,8165.86,Clothing,10/1/2023,Doctor,46,0
2197,64,Female,Penang,Bronze,61,3740.2,Groceries,11/12/2023,Doctor,28,0
2198,30,Male,KL,Platinum,81,1916.55,Home Goods,26/8/2023,Chef,43,0
2199,42,Female,Penang,Gold,95,8081.65,Electronics,7/1/2023,Retired,25,0
2200,79,Female,Malacca,Gold,35,4685.5,Clothing,18/9/2023,Chef,45,1
2201,71,Female,Penang,Silver,14,1124.08,Home Goods,3/7/2023,Chef,6,1
2202,40,Male,Ipoh,Platinum,24,8336.55,Home Goods,11/10/2023,Teacher,16,0
2203,74,Female,JB,Silver,98,6312.52,Books,20/5/2023,Student,30,1
2204,32,Female,Penang,Gold,44,807.49,Books,29/8/2023,Chef,34,0
2205,63,Female,KL,Platinum,74,5451.9,Books,13/4/2023,Teacher,3,0
2206,51,Female,Ipoh,Platinum,86,6204.32,Electronics,12/4/2023,Student,11,0
2207,22,Male,JB,Silver,81,2373.68,Home Goods,11/11/2023,Retired,47,1
2208,23,Male,KL,Bronze,58,8259.5,Groceries,12/8/2023,Artist,12,1
2209,79,Female,Penang,Gold,57,5729.76,Home Goods,4/5/2023,Artist,1,0
2210,30,Female,JB,Gold,51,3625.49,Books,19/11/2023,Chef,1,1
2211,59,Female,Penang,Bronze,42,2607.07,Clothing,18/12/2023,Chef,27,1
2212,30,Male,Malacca,Silver,25,8949.79,Books,12/5/2023,Chef,39,0
2213,18,Male,Ipoh,Silver,12,4181.96,Home Goods,14/6/2023,Retired,34,1
2214,23,Male,Penang,Platinum,89,1004.71,Electronics,4/11/2023,Marketer,2,1
2215,40,Female,Malacca,Bronze,25,850.97,Home Goods,13/4/2023,Artist,44,0
2216,59,Female,JB,Platinum,61,9096.15,Clothing,25/5/2023,Chef,3,1
2217,51,Male,Ipoh,Gold,96,2120.59,Groceries,17/9/2023,Chef,16,1
2218,67,Female,Malacca,Platinum,7,9404.03,Electronics,13/9/2023,Doctor,24,0
2219,69,Female,Penang,Bronze,28,2104.15,Home Goods,21/5/2023,Student,24,1
2220,19,Female,Malacca,Gold,76,4662.19,Groceries,1/1/2023,Teacher,47,0
2221,28,Female,KL,Gold,64,5995.29,Books,15/9/2023,Engineer,27,0
2222,24,Female,Penang,Gold,43,5929.93,Clothing,24/6/2023,Teacher,10,0
2223,76,Male,KL,Platinum,90,7210.75,Home Goods,28/12/2023,Chef,8,0
2224,34,Male,JB,Gold,91,5196.42,Books,21/2/2023,Student,44,0
2225,25,Male,Penang,Platinum,21,6684.59,Clothing,26/3/2023,Chef,34,1
2226,45,Female,Penang,Platinum,51,4241.42,Books,8/5/2023,Engineer,23,0
2227,56,Female,Ipoh,Platinum,77,270.5,Books,2/11/2023,Artist,28,1
2228,61,Male,JB,Silver,73,4183.48,Home Goods,13/2/2023,Engineer,17,1
2229,38,Female,JB,Platinum,77,3209.04,Clothing,18/7/2023,Artist,46,1
2230,59,Female,Malacca,Gold,59,3846.49,Home Goods,7/4/2023,Chef,46,0
2231,36,Female,Penang,Silver,51,2775.39,Groceries,7/11/2023,Engineer,45,0
2232,69,Male,Ipoh,Platinum,80,1601.43,Groceries,29/4/2023,Engineer,15,0
2233,60,Male,JB,Platinum,40,1969.88,Electronics,1/1/2023,Lawyer,30,1
2234,24,Female,Penang,Silver,39,5106.62,Home Goods,10/9/2023,Doctor,44,1
2235,56,Male,KL,Silver,21,283.9,Groceries,28/9/2023,Marketer,16,1
2236,52,Female,Ipoh,Gold,1,1069.06,Home Goods,5/11/2023,Teacher,20,0
2237,67,Female,Penang,Platinum,82,3761.69,Clothing,20/4/2023,Chef,13,1
2238,28,Female,Malacca,Gold,41,3725.92,Groceries,27/9/2023,Teacher,10,0
2239,57,Female,Penang,Silver,68,7264.61,Clothing,6/9/2023,Teacher,49,1
2240,58,Female,Malacca,Silver,47,6132.75,Home Goods,6/3/2023,Chef,8,1
2241,58,Female,Penang,Gold,6,7561.14,Clothing,12/9/2023,Retired,33,0
2242,45,Female,Penang,Gold,49,2039.11,Clothing,28/7/2023,Student,18,0
2243,48,Male,JB,Gold,98,9167.27,Home Goods,21/2/2023,Marketer,26,0
2244,77,Female,KL,Platinum,51,233.28,Books,8/3/2023,Lawyer,10,0
2245,54,Female,KL,Silver,65,5557.75,Electronics,20/7/2023,Engineer,35,0
2246,52,Female,JB,Gold,60,8866.57,Clothing,16/5/2023,Marketer,2,0
2247,77,Male,Malacca,Bronze,61,3500.45,Electronics,1/12/2023,Chef,47,0
2248,43,Female,Malacca,Platinum,57,7359.86,Groceries,24/1/2023,Marketer,12,0
2249,45,Female,KL,Gold,92,1369.6,Clothing,14/7/2023,Marketer,1,0
2250,74,Female,JB,Bronze,66,7960.43,Clothing,22/7/2023,Artist,37,1
2251,76,Male,JB,Platinum,99,1505.44,Groceries,30/10/2023,Marketer,21,0
2252,49,Female,KL,Silver,74,9613.97,Electronics,11/5/2023,Chef,16,0
2253,66,Female,Penang,Silver,61,1920.7,Books,28/2/2023,Artist,47,0
2254,61,Female,Ipoh,Platinum,29,2396.42,Home Goods,15/6/2023,Chef,39,0
2255,21,Male,Penang,Bronze,47,9926.03,Home Goods,7/12/2023,Student,12,0
2256,18,Female,KL,Silver,8,121.01,Groceries,22/3/2023,Artist,28,0
2257,55,Female,Ipoh,Platinum,54,6929.51,Electronics,29/12/2023,Student,13,1
2258,73,Female,JB,Platinum,99,282.07,Books,25/6/2023,Doctor,2,1
2259,57,Female,Ipoh,Platinum,62,8025.04,Groceries,29/12/2023,Teacher,14,1
2260,30,Male,Ipoh,Platinum,63,9070.95,Electronics,19/2/2023,Student,11,0
2261,38,Female,JB,Gold,56,1111.67,Clothing,13/5/2023,Lawyer,1,0
2262,29,Male,Ipoh,Silver,94,1912.85,Clothing,6/6/2023,Lawyer,43,0
2263,30,Female,Penang,Gold,8,183.48,Books,8/10/2023,Engineer,36,0
2264,74,Male,JB,Gold,71,6678.85,Electronics,23/5/2023,Lawyer,46,1
2265,68,Male,Malacca,Platinum,68,7920.05,Books,23/2/2023,Artist,3,0
2266,45,Male,JB,Silver,52,7966.61,Electronics,24/4/2023,Engineer,3,0
2267,65,Male,Malacca,Bronze,15,2347.58,Electronics,30/5/2023,Lawyer,18,1
2268,75,Female,Ipoh,Platinum,87,9290.62,Clothing,13/12/2023,Engineer,48,1
2269,39,Male,Penang,Silver,6,6251.61,Electronics,19/5/2023,Lawyer,13,0
2270,62,Female,Penang,Bronze,10,4452.09,Clothing,2/10/2023,Lawyer,14,0
2271,30,Female,Ipoh,Silver,98,5406.78,Books,4/3/2023,Marketer,32,1
2272,65,Male,Malacca,Platinum,13,9537.46,Clothing,24/7/2023,Lawyer,11,1
2273,35,Female,KL,Bronze,50,8984.54,Clothing,1/4/2023,Teacher,31,1
2274,57,Female,Penang,Platinum,78,3572.14,Home Goods,30/4/2023,Marketer,10,1
2275,49,Female,KL,Platinum,9,2395.97,Clothing,26/12/2023,Student,36,1
2276,65,Male,Ipoh,Platinum,95,5940.2,Groceries,22/9/2023,Teacher,6,1
2277,47,Female,Malacca,Silver,72,1801.52,Electronics,10/8/2023,Chef,26,0
2278,73,Male,JB,Gold,62,8305.31,Electronics,3/7/2023,Student,11,1
2279,19,Male,JB,Platinum,15,3844.52,Clothing,11/3/2023,Doctor,49,0
2280,55,Female,Malacca,Platinum,56,5791.15,Clothing,11/9/2023,Student,45,1
2281,18,Female,Penang,Silver,98,2135.05,Electronics,7/2/2023,Lawyer,46,0
2282,41,Female,KL,Bronze,24,8449.03,Electronics,15/6/2023,Lawyer,20,1
2283,31,Male,Ipoh,Silver,50,5719.14,Home Goods,17/3/2023,Chef,30,1
2284,26,Female,JB,Silver,45,1376.29,Books,5/1/2023,Teacher,28,1
2285,38,Male,JB,Platinum,10,218.93,Clothing,2/11/2023,Teacher,33,1
2286,71,Male,Penang,Gold,18,4967.53,Books,30/12/2023,Teacher,3,0
2287,36,Female,KL,Gold,93,808.76,Electronics,21/2/2023,Retired,44,1
2288,34,Female,JB,Gold,48,9321.38,Books,23/5/2023,Student,6,1
2289,31,Female,Ipoh,Platinum,8,5843.06,Books,10/8/2023,Lawyer,28,1
2290,26,Female,JB,Platinum,88,4982.54,Electronics,9/2/2023,Artist,23,1
2291,24,Female,Ipoh,Gold,90,1369.26,Books,4/3/2023,Artist,12,1
2292,45,Female,Penang,Silver,4,1515.02,Electronics,21/7/2023,Marketer,20,1
2293,55,Female,JB,Bronze,2,437.76,Groceries,19/7/2023,Lawyer,16,1
2294,53,Male,JB,Bronze,95,8321.88,Clothing,10/7/2023,Engineer,27,1
2295,58,Female,Penang,Gold,96,4537.78,Books,12/6/2023,Doctor,24,1
2296,44,Female,Penang,Bronze,45,6524.37,Electronics,1/7/2023,Student,23,1
2297,48,Male,Penang,Silver,6,3850.02,Home Goods,1/12/2023,Marketer,0,0
2298,30,Female,Ipoh,Silver,6,9282.3,Clothing,12/7/2023,Engineer,0,1
2299,75,Female,Ipoh,Silver,15,1192.72,Electronics,2/10/2023,Student,19,0
2300,63,Female,Malacca,Silver,5,6779.46,Books,4/7/2023,Marketer,35,0
2301,34,Female,Ipoh,Platinum,71,3013.67,Home Goods,4/4/2023,Lawyer,38,1
2302,76,Female,Ipoh,Silver,62,344.01,Groceries,17/4/2023,Retired,3,0
2303,41,Female,Malacca,Bronze,83,3688.44,Groceries,21/7/2023,Engineer,43,0
2304,68,Female,Malacca,Platinum,83,3013.43,Clothing,23/7/2023,Artist,24,1
2305,60,Female,Ipoh,Silver,12,4584.25,Electronics,26/2/2023,Marketer,24,0
2306,26,Female,Penang,Bronze,49,8430.59,Books,3/5/2023,Engineer,38,1
2307,73,Female,JB,Gold,94,2105.51,Clothing,16/8/2023,Artist,0,0
2308,72,Female,JB,Bronze,2,6088.58,Electronics,24/4/2023,Engineer,49,1
2309,34,Female,KL,Bronze,68,7359.86,Clothing,23/8/2023,Lawyer,31,1
2310,71,Female,Penang,Silver,8,7559.55,Groceries,28/12/2023,Retired,23,0
2311,79,Female,Penang,Silver,83,9632.14,Electronics,7/11/2023,Engineer,18,0
2312,36,Male,JB,Silver,16,7042.43,Clothing,13/2/2023,Artist,30,0
2313,28,Female,Penang,Platinum,98,1707.91,Electronics,31/5/2023,Artist,43,1
2314,33,Female,KL,Bronze,57,2737.57,Clothing,13/3/2023,Chef,5,1
2315,56,Female,Malacca,Platinum,89,9774.3,Clothing,23/2/2023,Student,4,0
2316,79,Female,Malacca,Bronze,22,2326.89,Groceries,16/12/2023,Doctor,49,0
2317,42,Male,KL,Silver,79,917.94,Books,8/8/2023,Lawyer,34,1
2318,54,Male,Penang,Silver,28,832.33,Books,25/12/2023,Teacher,18,1
2319,65,Female,JB,Bronze,44,8648.62,Home Goods,25/9/2023,Artist,43,1
2320,18,Male,JB,Gold,49,5249.87,Clothing,21/7/2023,Doctor,37,1
2321,21,Male,JB,Silver,91,1484.87,Clothing,17/8/2023,Chef,12,1
2322,44,Male,Penang,Platinum,8,9694.82,Electronics,20/9/2023,Lawyer,16,1
2323,38,Female,KL,Bronze,33,5725.38,Clothing,26/12/2023,Doctor,20,1
2324,65,Female,KL,Silver,1,4950.7,Clothing,18/7/2023,Retired,2,0
2325,65,Male,KL,Platinum,62,239.15,Books,30/6/2023,Chef,31,0
2326,51,Female,Penang,Bronze,28,1090.63,Electronics,8/2/2023,Engineer,28,0
2327,42,Male,Malacca,Silver,22,1305.49,Groceries,23/6/2023,Chef,48,1
2328,36,Female,JB,Silver,91,4358.32,Clothing,2/7/2023,Student,13,1
2329,58,Female,KL,Platinum,63,4595.16,Clothing,26/5/2023,Engineer,40,1
2330,27,Female,Malacca,Gold,90,598.66,Clothing,28/7/2023,Teacher,32,0
2331,26,Female,Penang,Platinum,63,1329.25,Electronics,15/8/2023,Artist,17,1
2332,25,Female,Penang,Gold,37,4055.02,Electronics,14/4/2023,Lawyer,22,1
2333,46,Male,Penang,Platinum,85,1167.24,Clothing,10/5/2023,Chef,45,0
2334,65,Female,Ipoh,Silver,59,5193.32,Clothing,21/5/2023,Artist,40,1
2335,59,Female,Penang,Bronze,18,539.84,Electronics,15/7/2023,Chef,19,1
2336,37,Male,Malacca,Gold,68,6715.94,Groceries,28/3/2023,Lawyer,36,0
2337,40,Female,Ipoh,Bronze,70,771.18,Electronics,28/9/2023,Retired,19,0
2338,21,Male,Malacca,Silver,16,2561.01,Electronics,13/6/2023,Engineer,2,0
2339,73,Female,Ipoh,Silver,49,7475.26,Books,7/12/2023,Artist,42,0
2340,32,Female,JB,Platinum,67,4449.46,Groceries,12/11/2023,Teacher,8,1
2341,73,Male,KL,Platinum,10,6357.47,Home Goods,24/11/2023,Teacher,3,0
